Movie_name,Top_genres,Release_Date,tconst,capped_profit,Successful,role_1,role_2,role_3,role_4,role_1_birth_year,role_2_birth_year,role_3_birth_year,role_4_birth_year,role_1_roles_count,role_2_roles_count,role_3_roles_count,role_4_roles_count,role_1_sex,role_2_sex,role_3_sex,role_4_sex
Son of Darkness: To Die For II,Other,1991,tt0102961,0.0,3.9,nm0021008,nm0094047,nm0415016,nm0695084,1957,1953,1956,1960,57.0,137.0,9.0,24.0,F,M,M,M
Ladies Who Do,Other,1963,tt0057241,0.0,4.6,nm0609859,nm0605923,nm0179154,nm0439507,1915,1908,1925,1925,43.0,63.0,93.0,37.0,F,M,M,F
Boy Trouble,Other,1939,tt0031118,0.0,4.6,nm0749476,nm0092683,nm0640307,nm0558659,1886,1882,1925,1919,408.0,37.0,61.0,3.0,M,F,M,F
Golden Swallow,Drama,1968,tt0063105,0.0,4.6,nm0155607,nm0911093,nm0516316,nm0152044,1946,1943,1939,1941,66.0,51.0,99.0,5.0,F,M,M,F
Rang,Other,1993,tt0193449,0.0,4.1,nm0420090,nm0802080,nm0992027,nm0422586,1942,1958,1971,1972,119.0,369.0,6.0,35.0,M,F,M,F
Happy Birthday to Me,Horror,1981,tt0082498,0.0,4.4,nm0000757,nm0001229,nm0199325,nm0009943,1962,1916,1937,1935,195.0,123.0,34.0,121.0,F,M,M,F
Love Field,Drama,1992,tt0104765,0.0,4.6,nm0000201,nm0371660,nm0568710,nm0450116,1958,1954,\N,1949,69.0,129.0,1.0,66.0,F,M,F,M
Submarine,Drama,2010,tt1440292,0.0,4.7,nm1064292,nm1020089,nm0175916,nm0852965,1991,1976,1973,1969,56.0,43.0,43.0,37.0,M,F,M,M
Close Encounters of the Third Kind,Other,1977,tt0075860,11609286.614221303,6.3,nm0000377,nm0000076,nm0000414,nm0227039,1947,1932,1947,1939,159.0,5.0,77.0,27.0,M,M,F,F
Christmas Grace,Other,2013,tt2263430,0.0,4.1,nm1431816,nm4504092,nm4938157,nm4162849,\N,1954,\N,\N,6.0,17.0,10.0,6.0,M,M,F,F
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,Other,1982,tt0083701,0.0,4.7,nm0000305,nm0116897,nm0579684,nm0918396,1908,1899,1921,1935,1938.0,77.0,35.0,156.0,M,M,M,M
Good Luck Chuck,Drama,2007,tt0452625,11609286.614221303,4.6,nm0176981,nm0004695,nm0283945,nm1161069,1972,1981,1976,1994,32.0,148.0,65.0,43.0,M,F,M,M
Pressure Point,Other,1962,tt0056370,0.0,4.7,nm0001627,nm0201239,nm0000393,nm0717203,1927,1936,1927,1893,54.0,14.0,138.0,39.0,M,M,M,M
Terror Tract,Drama,2000,tt0211661,0.0,4.4,nm0000615,nm0217936,nm0807278,nm0180899,1948,1971,\N,\N,395.0,88.0,37.0,1.0,M,M,F,F
City Hall,Drama,1996,tt0115907,11609286.614221303,4.7,nm0000199,nm0000131,nm0000403,nm0000732,1940,1966,1964,1933,63.0,79.0,33.0,101.0,M,M,F,M
Bandhan,Drama,1998,tt0273452,0.0,4.2,nm0006763,nm0006795,nm0708095,nm0080385,1957,1965,1976,1972,161.0,258.0,44.0,29.0,M,M,F,F
Running Scared,Drama,1986,tt0091875,11609286.614221303,4.8,nm0002138,nm0000345,nm0000874,nm0283311,1946,1948,1956,1953,31.0,158.0,114.0,29.0,M,M,M,F
Ensign Pulver,Drama,1964,tt0058060,0.0,4.4,nm0907480,nm0412322,nm0000527,nm0762378,1940,1909,1920,1937,32.0,78.0,109.0,11.0,M,M,M,M
A Lawless Street,Action/Adventure,1955,tt0048289,0.0,4.5,nm0000068,nm0001450,nm0027566,nm0662335,1898,1925,1911,1915,81.0,347.0,209.0,60.0,M,F,M,F
Do It For Johnny,Other,2007,tt0988084,0.0,4.9,nm1886472,nm0343980,nm1961760,nm1830311,\N,1966,\N,1978,1.0,7.0,9.0,5.0,M,M,F,M
Mulholland Drive,Drama,2001,tt0166924,6835140.460620292,5.0,nm0915208,nm0005009,nm0857620,nm0060931,1968,1964,1971,1918,85.0,27.0,104.0,53.0,F,F,M,F
Part Time Pal,Other,1947,tt0039695,0.0,4.8,nm0485764,nm0709917,,,1894,1898,,,63.0,24.0,,,M,F,,
Eden Lake,Drama,2008,tt1020530,-9749714.623286616,4.4,nm0717709,nm1055413,nm0255108,nm1925239,1977,1977,\N,1990,112.0,60.0,11.0,53.0,F,M,F,M
The Daughter of Rosie O'Grady,Other,1950,tt0042382,11609286.614221303,4.8,nm0369792,nm0534286,nm0059165,nm0757064,1926,1921,1890,1883,14.0,17.0,20.0,46.0,F,M,M,M
When Magoo Flew,Other,1954,tt0047672,0.0,4.9,nm0000822,nm0045737,nm0369617,,1913,1911,1909,,526.0,5.0,145.0,,M,F,M,
The Wandering Swordsman,Action/Adventure,1970,tt0066594,0.0,4.6,nm0156955,nm0497763,nm1083237,nm0155594,1947,1950,\N,\N,63.0,43.0,15.0,6.0,M,F,M,M
Bagets,Drama,1984,tt0325042,0.0,4.7,nm0553747,nm1052132,nm1052187,nm1203276,\N,\N,1968,\N,36.0,174.0,7.0,6.0,M,M,M,M
Take My Eyes,Drama,2003,tt0350193,0.0,4.7,nm0555403,nm0869088,nm0679150,nm0003030,1973,1971,1973,1941,28.0,87.0,50.0,59.0,F,M,F,F
The Magus,Drama,1968,tt0063260,0.0,4.4,nm0000063,nm0000323,nm0000298,nm0439344,1915,1933,1946,1940,117.0,118.0,278.0,63.0,M,M,F,F
Die Zombiejäger,Horror,2005,tt0480777,-6393.240245786218,3.7,nm2047478,nm2045098,nm1762277,nm2047419,\N,\N,1976,\N,1.0,1.0,1.0,1.0,M,M,M,F
Big House Bunny,Other,1950,tt0042248,0.0,4.7,nm0000305,,,,1908,,,,1938.0,,,,M,,,
Querida Bamako,Other,2007,tt1817239,0.0,4.3,nm1714616,nm1975480,nm4488186,,1975,\N,\N,,14.0,1.0,5.0,,M,F,M,
The Losers,Drama,2010,tt0480255,4754930.896408635,4.6,nm0252961,nm0757855,nm0604742,nm0262635,1972,1978,1966,1981,144.0,71.0,88.0,65.0,M,F,M,M
Reform School Girls,Drama,1986,tt0091836,0.0,4.3,nm0138979,nm0931926,nm0039924,nm0000356,1970,1949,1941,\N,5.0,1.0,5.0,43.0,F,F,F,F
Sail a Crooked Ship,Other,1961,tt0055394,0.0,4.5,nm0001822,nm0366247,nm0427700,nm0000811,1930,1938,1930,1940,343.0,12.0,886.0,31.0,M,F,F,M
The Virginity Hit,Other,2010,tt1695994,-1480086.4715619034,4.1,nm2711305,nm3994945,nm3106253,nm1755959,1991,1988,1984,1990,61.0,40.0,26.0,1.0,M,M,F,M
The Suburbans,Drama,1999,tt0157075,0.0,4.1,nm0911505,nm0347909,nm0081572,nm0002071,1964,1962,1964,1967,24.0,5.0,84.0,252.0,M,M,M,M
Chor Machaye Shor,Other,1974,tt0175530,0.0,4.5,nm0004434,nm0612614,nm2147526,nm1122375,1938,1947,1941,\N,88.0,71.0,96.0,1.0,M,F,M,M
Kiss Toledo Goodbye,Drama,1999,tt0156711,0.0,4.2,nm0001650,nm0000686,nm0001233,nm0852132,1970,1943,1941,1971,150.0,80.0,87.0,26.0,M,M,M,F
Dante's Inferno,Drama,1935,tt0026262,0.0,4.6,nm0000075,nm0872456,nm0910400,nm0003062,1900,1910,1878,1889,71.0,64.0,117.0,30.0,M,F,M,M
Seven Servants,Drama,1996,tt0117604,0.0,4.5,nm0000063,nm0001831,nm0456254,nm0829155,1915,1941,1964,1939,117.0,119.0,35.0,70.0,M,M,F,F
Stand and Deliver,Drama,1988,tt0094027,11609286.614221303,4.9,nm0001579,nm0364680,nm0679750,nm0661639,1947,1928,\N,1934,159.0,31.0,2.0,2.0,M,F,M,F
Free Enterprise,Other,1998,tt0141105,43901.42169929963,4.6,nm0917838,nm0005202,nm0000638,nm0107808,1969,1963,1931,\N,19.0,450.0,394.0,7.0,M,M,M,M
Anomalías eléctricas,Other,2010,tt7516618,0.0,4.2,nm9347482,nm9347483,nm5686526,nm9347480,\N,\N,\N,\N,1.0,1.0,1.0,1.0,F,F,F,M
Shopgirl,Other,2005,tt0338427,1003176.2492152764,4.5,nm0000188,nm0000132,nm0005403,nm0933098,1945,1979,1980,1973,72.0,168.0,72.0,16.0,M,F,M,F
Love! Valour! Compassion!,Drama,1997,tt0119578,1327354.6879867094,4.7,nm0004517,nm0818880,nm0091551,nm0065561,1959,1956,1954,1970,415.0,9.0,10.0,4.0,M,M,M,M
The Year My Voice Broke,Drama,1987,tt0094347,0.0,4.7,nm0852965,nm0138389,nm0578853,nm0089882,1969,1970,1969,1945,37.0,10.0,103.0,161.0,M,F,M,M
Parents,Horror,1989,tt0098068,1662434.0573326163,4.5,nm0001642,nm0002148,nm0006800,nm0535077,1950,1946,1937,\N,107.0,28.0,24.0,1.0,M,F,F,M
Gigot,Other,1962,tt0056017,0.0,4.7,nm0001276,nm0441251,nm0234264,nm0498876,1916,1920,1880,1919,93.0,7.0,31.0,67.0,M,F,F,M
The Ambushers,Other,1967,tt0062657,11609286.614221303,4.5,nm0001509,nm0000919,nm0750023,nm0339834,1917,1941,1931,1911,52.0,194.0,44.0,150.0,M,F,F,M
Yatterman,Action/Adventure,2009,tt1010055,11609286.614221303,4.6,nm1123941,nm2486070,nm0297906,nm2174347,1982,1990,1982,1972,29.0,24.0,119.0,3.0,M,F,F,M
Demonicus,Horror,2001,tt0272069,-53479.55572289156,3.7,nm0448990,nm0848286,nm0332322,nm1036133,\N,1970,\N,\N,20.0,4.0,3.0,1.0,M,F,M,M
The Truth About Love,Other,2005,tt0407269,0.0,4.3,nm0779084,nm0001349,nm0160009,nm0441287,1965,1979,1932,1970,67.0,279.0,3.0,75.0,M,F,M,F
Under Suspicion,Drama,2000,tt0164212,-34011148.18587495,3.9,nm0000151,nm0000432,nm0005048,nm0000899,1937,1930,1969,1964,528.0,77.0,112.0,67.0,M,M,M,F
Gangs of Wasseypur,Drama,2012,tt1954470,-1443551.4587893768,4.9,nm0048075,nm1596350,nm0223606,nm3190246,1969,1974,1967,1986,96.0,78.0,10.0,64.0,M,M,M,F
Lloyd's of London,Drama,1936,tt0027902,-14511471.75480769,4.4,nm0000061,nm0140914,nm0000861,nm0822058,1914,1906,1924,1873,44.0,38.0,22.0,12.0,M,F,M,M
Jumanji,Drama,1995,tt0113497,11609286.614221303,4.9,nm0000245,nm0000379,nm0001372,nm0404993,1951,1982,1961,1948,204.0,74.0,126.0,47.0,M,F,F,M
Antarctic Journal,Horror,2005,tt0462703,6750615.587102198,4.5,nm0814280,nm0949167,nm1489270,nm1775551,1967,1976,1968,1970,27.0,60.0,5.0,14.0,M,M,M,M
White Cargo,Drama,1942,tt0035553,0.0,4.4,nm0001443,nm0682074,nm0604656,nm0137999,1914,1897,1890,1912,28.0,89.0,66.0,117.0,F,M,M,M
The Eternal City,Drama,2008,tt1187025,0.0,4.9,nm2031538,nm0825340,nm1767719,nm2121601,\N,1982,1980,1976,6.0,5.0,8.0,2.0,M,F,F,M
The Valachi Papers,Drama,1972,tt0068341,11609286.614221303,4.7,nm0000314,nm0893341,nm0409866,nm0157067,1921,1919,1936,1924,126.0,55.0,45.0,77.0,M,M,F,M
Savages,Drama,1972,tt0069226,0.0,4.3,nm0086806,nm0108291,nm0203076,nm0280342,1948,1885,1927,1892,67.0,1.0,223.0,8.0,F,F,M,M
The Last of the High Kings,Other,1996,tt0116833,0.0,4.5,nm0001573,nm0001467,nm0000207,nm0000321,1954,1971,1980,1950,178.0,31.0,79.0,1039.0,F,M,F,M
To Touch the Soul,Other,2007,tt1143916,0.0,4.7,nm1141576,,,,1976,,,,3.0,,,,F,,,
The Revenant,Horror,2009,tt1336006,0.0,4.5,nm1044403,nm0943699,nm1445493,nm0241539,1981,1976,1978,\N,15.0,12.0,11.0,12.0,M,M,F,F
Bells of Innocence,Other,2003,tt0312450,0.0,3.8,nm0635869,nm0778931,nm0924684,nm0853549,1962,1965,1970,1953,13.0,10.0,70.0,28.0,M,M,M,M
Hindsight,Drama,2008,tt0902281,0.0,4.2,nm0007237,nm0232998,nm1679203,nm0047419,1972,1968,1972,1977,37.0,191.0,8.0,8.0,F,M,M,F
Red Tails,Drama,2012,tt0485985,-8376334.165932096,4.3,nm0000421,nm0574468,nm0654648,nm0747420,1968,1947,1976,1968,76.0,324.0,53.0,44.0,M,M,M,M
Mickey's Amateurs,Other,1937,tt0029237,0.0,4.6,nm0021519,nm0173416,nm0000370,nm0318656,1904,1892,1901,1877,41.0,280.0,97.0,12.0,F,M,M,F
Indestructible Man,Other,1956,tt0049363,0.0,4.1,nm0001033,nm0795289,nm0139792,nm0254616,1906,1917,1925,1917,142.0,20.0,12.0,75.0,M,M,F,M
Public Enemies,Drama,2009,tt1152836,11609286.614221303,4.9,nm0000288,nm0000136,nm0831601,nm0164809,1974,1963,1962,1969,50.0,247.0,11.0,93.0,M,M,M,M
Nuts,Other,1987,tt0093660,11609286.614221303,4.8,nm0000659,nm0000377,nm0822972,nm0001500,1942,1947,1925,1912,19.0,159.0,49.0,173.0,F,M,F,M
Tough Guys,Other,1986,tt0092105,11609286.614221303,4.7,nm0000044,nm0000018,nm0001164,nm0807252,1913,1916,1923,1921,81.0,86.0,167.0,49.0,M,M,M,F
The Black Tent,Action/Adventure,1956,tt0049014,0.0,4.3,nm0801786,nm0824389,nm0762252,nm0603682,1923,1920,1936,1909,70.0,41.0,2.0,41.0,M,M,F,M
One Million B.C.,Other,1940,tt0032871,0.0,4.4,nm0001514,nm0484808,nm0001033,nm0619261,1913,1919,1906,1897,48.0,25.0,142.0,90.0,M,F,M,M
The Wedding March,Drama,1928,tt0019558,0.0,4.7,nm0002233,nm0942039,nm0686032,nm0079490,1885,1907,1894,1881,44.0,61.0,146.0,25.0,M,F,F,M
Tombstone,Action/Adventure,1993,tt0108358,11609286.614221303,5.0,nm0000621,nm0000174,nm0000385,nm0000200,1951,1959,1944,1955,113.0,70.0,138.0,129.0,M,M,M,M
Ilaaka,Other,1989,tt0097563,0.0,4.1,nm0149822,nm0004569,nm0002043,nm0700869,1950,1959,1967,1932,198.0,148.0,68.0,74.0,M,M,F,M
Army of Crime,Drama,2009,tt1258120,-11034747.696978454,4.4,nm0008787,nm0001461,nm0836682,nm0623311,1962,1976,1981,1987,96.0,82.0,31.0,8.0,M,F,M,F
Dick Tracy,Action/Adventure,1990,tt0099422,11609286.614221303,6.4,nm0000886,nm0000187,nm0000199,nm0001432,1937,1958,1940,1978,30.0,21.0,63.0,4.0,M,F,M,M
La Comédie Humaine,Other,2010,tt1612142,0.0,4.5,nm0864779,nm2203315,nm1894038,nm0401208,1972,1980,1981,1948,26.0,11.0,48.0,27.0,M,M,F,M
The Thief of Bagdad,Action/Adventure,1924,tt0015400,-15699291.948593672,4.5,nm0001196,nm0426710,nm0250366,nm0067634,1883,1900,1868,1872,29.0,5.0,5.0,2.0,M,F,M,M
How to Succeed in Business Without Really Trying,Other,1967,tt0061791,0.0,4.7,nm0607666,nm0497891,nm0884964,nm0853531,1931,1942,1901,1940,38.0,255.0,30.0,1.0,M,F,M,M
Griff the Invisible,Action/Adventure,2010,tt1509803,-3151328.911844308,4.4,nm0477127,nm0220450,nm0621031,nm1669772,1976,1985,1951,1976,203.0,45.0,52.0,135.0,M,F,M,M
Freeway,Drama,1988,tt0095177,285606.8124966528,4.2,nm0283311,nm0751638,nm0236711,nm0001938,1953,1953,1945,1944,29.0,84.0,41.0,481.0,F,M,M,M
Teesri Aankh: The Hidden Camera,Drama,2006,tt0779768,0.0,3.7,nm0219971,nm0665349,nm1226448,nm0728262,1956,1975,1980,1956,90.0,31.0,48.0,33.0,M,F,F,M
The Hunt for Red October,Drama,1990,tt0099810,11609286.614221303,5.6,nm0000125,nm0000285,nm0001277,nm0000554,1930,1958,1939,1947,71.0,231.0,55.0,175.0,M,M,M,M
Agua,Drama,2006,tt0358924,0.0,4.4,nm0275002,nm0558261,nm0029398,nm0049559,1965,1980,\N,1978,73.0,12.0,50.0,70.0,M,M,F,F
Phar Lap,Other,1983,tt0086102,0.0,4.7,nm0001979,nm0606688,nm0891074,nm0207670,1956,1947,1931,1958,16.0,46.0,20.0,2.0,M,F,M,F
Little Girl,Drama,2009,tt1426371,0.0,4.7,nm2208490,nm3709976,nm2205945,nm3436520,\N,\N,\N,\N,1.0,2.0,2.0,1.0,F,M,M,F
An Unfinished Life,Drama,2005,tt0350261,-13797126.431040753,4.4,nm0000182,nm0000602,nm0000151,nm0524197,1969,1936,1937,1971,72.0,98.0,528.0,116.0,F,M,M,M
Acid Factory,Action/Adventure,2009,tt1201557,0.0,4.2,nm0007228,nm1069850,nm0048075,nm0012778,1972,1981,1969,1978,28.0,39.0,96.0,47.0,M,F,M,M
The Day of the Dolphin,Drama,1973,tt0069946,0.0,4.4,nm0001715,nm0886556,nm0000649,nm0215000,1927,1941,1939,1915,69.0,16.0,120.0,191.0,M,F,M,M
One Hour to Zero,Other,1976,tt0426149,0.0,4.4,nm1139424,nm1446624,nm1047720,nm0840303,\N,\N,1962,1933,1.0,3.0,4.0,116.0,F,M,M,M
Anniyan,Drama,2005,tt0376127,0.0,4.9,nm1417314,nm1632859,nm0695177,nm0900266,1966,1984,1965,1961,46.0,21.0,212.0,68.0,M,F,M,M
The Skeleton Key,Drama,2005,tt0397101,11609286.614221303,4.8,nm0005028,nm0765597,nm0117146,nm0001687,1979,1971,1974,1930,33.0,67.0,43.0,72.0,F,M,F,F
One Night,Other,2012,tt1817286,-9607438.15653144,4.3,nm0040939,nm1070112,nm0305368,nm0275013,1965,1976,1946,1969,48.0,29.0,68.0,12.0,M,F,F,M
Macbeth,Drama,2006,tt0434541,0.0,4.1,nm0384751,nm0401522,nm0842251,nm0941777,1971,1971,1957,1976,8.0,33.0,234.0,66.0,F,M,M,M
Pandorum,Drama,2009,tt1188729,-13633069.943367189,4.4,nm0000598,nm0004936,nm1544217,nm1662644,1954,1980,1982,1981,138.0,45.0,66.0,32.0,M,M,M,F
Terror in the Aisles,Drama,1984,tt0088249,11609286.614221303,4.7,,,nm0039621,nm0177459,,,1947,\N,,,3.0,1.0,,,M,F
A Prophet,Drama,2009,tt1235166,-14345172.006071988,4.6,nm2588665,nm0034390,nm1513288,nm3024530,1981,1949,1975,1977,53.0,78.0,24.0,53.0,M,M,M,M
Meet the Browns,Drama,2008,tt1047494,11609286.614221303,4.3,nm0542990,nm0000291,nm1347153,nm2052942,1966,1958,1969,1966,22.0,156.0,28.0,29.0,F,F,M,M
Aloha Summer,Drama,1988,tt0094637,0.0,4.4,nm0538485,nm0645785,nm0008563,nm0014233,1964,1959,\N,\N,14.0,20.0,1.0,1.0,M,M,F,M
Peeping Penguins,Other,1937,tt0029384,0.0,4.3,nm0703362,nm0580271,,,1908,1910,,,551.0,903.0,,,F,M,,
Johnson Family Vacation,Other,2004,tt0359517,11609286.614221303,4.3,nm0147825,nm0002436,nm0510168,nm0001853,1964,1973,1987,1963,304.0,52.0,133.0,102.0,M,F,M,F
Adventures of Captain Marvel,Action/Adventure,1941,tt0033317,0.0,4.7,nm0878927,nm0169067,nm0070827,nm0192974,1903,1916,1917,1913,59.0,25.0,24.0,11.0,M,M,M,F
Shaurya,Drama,2008,tt1101665,0.0,4.7,nm0097893,nm0412917,nm1999369,nm0084443,1967,1960,1985,1965,190.0,70.0,16.0,226.0,M,M,F,F
Butch Jamie,Other,2007,tt1053818,0.0,4.1,nm1615954,nm2696202,nm2041508,nm1614404,\N,\N,\N,\N,8.0,1.0,1.0,1.0,F,F,F,M
Saturday's Hero,Other,1951,tt0043994,10487830.176565006,4.7,nm0001135,nm0001656,nm0085782,nm0461594,1926,1921,1895,1907,49.0,248.0,71.0,39.0,M,F,M,M
Soul Surfer,Action/Adventure,2011,tt1596346,11609286.614221303,4.9,nm1455681,nm0000598,nm0000166,nm1863227,1993,1954,1963,1983,69.0,138.0,237.0,7.0,F,M,F,F
Mee-Shee: The Water Giant,Other,2005,tt0243462,-32729898.86921272,3.7,nm0339304,nm0535805,nm0654240,nm1151647,1956,1991,\N,1992,136.0,120.0,49.0,2.0,M,M,F,F
Camille Claudel,Drama,1988,tt0094828,6668777.240291735,4.8,nm0000254,nm0000367,nm0732877,nm0344932,1955,1948,1917,1961,50.0,211.0,65.0,29.0,F,M,F,M
Vairam: Fight For Justice,Other,2009,tt1450764,0.0,4.3,nm0329730,nm1367730,nm3397712,nm0024302,1958,1969,1985,1962,130.0,27.0,775.0,1116.0,M,M,F,F
Quicksilver,Drama,1986,tt0091814,11609286.614221303,4.6,nm0000102,nm0000415,nm0735467,nm0708784,1958,1965,1955,1950,156.0,98.0,46.0,7.0,M,F,M,M
Satyricon,Drama,1969,tt0166788,0.0,4.5,nm0042106,nm0045751,nm0139213,nm0264770,1946,1939,1916,1916,28.0,15.0,61.0,55.0,F,M,M,M
Ex Cathedra,Drama,2009,tt1172052,0.0,4.4,nm2338707,nm2893563,nm0136536,nm2918655,1977,\N,\N,\N,5.0,1.0,1.0,1.0,F,M,M,M
Hercules in the Haunted World,Horror,1961,tt0054850,0.0,4.5,nm0661918,nm0000489,nm0749333,nm0034068,1928,1922,1936,1931,5.0,178.0,10.0,34.0,M,M,F,M
Shanghai Noon,Drama,2000,tt0184894,11609286.614221303,4.8,nm0000329,nm0005562,nm0005154,nm0581266,1954,1968,1968,\N,94.0,66.0,228.0,1.0,M,M,F,F
The Climax,Other,1944,tt0036715,0.0,4.3,nm0000472,nm0288078,nm0001947,nm0814216,1887,1924,1922,1899,133.0,10.0,17.0,133.0,M,F,M,F
Lilo & Stitch,Other,2002,tt0275847,11609286.614221303,4.9,nm0153738,nm0761498,nm0000119,nm0001773,1990,1962,\N,1942,82.0,72.0,146.0,125.0,F,M,F,M
Redline,Action/Adventure,2007,tt0780595,9439398.094732186,4.2,nm0680667,nm0004294,nm0341176,nm0005171,1980,1980,1968,1963,34.0,504.0,115.0,62.0,M,F,M,M
Smilla's Sense of Snow,Drama,1997,tt0120152,-48342266.585507214,3.7,nm0000566,nm11361245,nm0647583,nm0276012,1965,\N,\N,\N,76.0,1.0,1.0,4.0,F,M,F,M
Aaynate,Other,2008,tt1407929,0.0,4.7,nm0013159,nm0154164,nm0212541,nm0212542,1960,1935,1944,1931,68.0,170.0,159.0,6.0,F,M,M,F
Partners,Action/Adventure,1982,tt0084477,10082075.70795855,4.5,nm0641939,nm0000457,nm0573299,nm0235228,1941,1940,1932,1953,433.0,241.0,45.0,19.0,M,M,M,F
The Vicar of Bray,Other,1937,tt0029733,0.0,4.3,nm0391361,nm0588486,nm0696982,nm0043875,1890,1889,1912,1889,54.0,6.0,1.0,42.0,M,M,M,M
Virginia City,Action/Adventure,1940,tt0033226,0.0,4.6,nm0001224,nm0394244,nm0000068,nm0000007,1909,1902,1898,1899,50.0,41.0,81.0,66.0,M,F,M,M
Billa,Action/Adventure,1980,tt0364236,0.0,4.8,nm0707425,nm0820266,nm1163202,nm0707345,1950,\N,1934,\N,103.0,32.0,12.0,13.0,M,F,M,M
Gidget,Other,1959,tt0052847,0.0,4.6,nm0000364,nm0201626,nm0731772,nm0640023,1942,1936,1923,1908,29.0,117.0,96.0,79.0,F,M,M,M
Northern Pursuit,Drama,1943,tt0036218,0.0,4.6,nm0001224,nm0084098,nm0200626,nm0725891,1909,1914,1918,1909,50.0,66.0,30.0,14.0,M,F,M,M
Belle Boys,Other,1953,tt0149837,0.0,4.6,nm0390696,nm0268428,nm3023064,nm0821282,1923,1919,1917,1903,14.0,642.0,39.0,234.0,F,M,M,F
Transit,Other,2005,tt0463005,0.0,4.7,nm2115658,nm1945628,,,\N,\N,,,1.0,1.0,,,F,M,,
The Sheltering Sky,Drama,1990,tt0100594,-41537011.811942086,3.9,nm0000700,nm0000518,nm0001714,nm0071824,1955,1953,1961,1931,100.0,138.0,117.0,34.0,F,M,M,F
Dirty Laundry,Other,2012,tt1732616,0.0,4.8,nm4098347,nm1001882,nm1649880,nm1002599,1984,\N,\N,\N,2.0,7.0,2.0,23.0,M,M,M,M
No Smoking,Drama,1951,tt0043862,0.0,4.7,nm0173416,nm2205138,,,1892,\N,,,280.0,1.0,,,M,M,,
World Cupp 2011,Drama,2009,tt1591615,0.0,3.8,nm3782047,nm4556448,nm0643350,nm0159159,\N,\N,1946,1935,1.0,1.0,35.0,104.0,M,M,M,M
Swimfan,Drama,2002,tt0283026,11609286.614221303,4.5,nm0103038,nm0159776,nm0032375,nm0123632,1979,1982,1978,1957,75.0,69.0,163.0,48.0,M,F,F,F
Calendar Girls,Drama,2003,tt0337909,11609286.614221303,4.8,nm0000545,nm0910278,nm0934362,nm0017596,1945,1950,1946,1940,121.0,77.0,93.0,123.0,F,F,F,M
Roll Bounce,Drama,2005,tt0403455,11609286.614221303,4.7,nm0510168,nm0134244,nm0328709,nm1040365,1987,1980,1981,1984,133.0,34.0,102.0,40.0,M,M,F,M
Most Wanted,Drama,1997,tt0119709,-19411503.37773232,4.0,nm0005540,nm0000685,nm0467651,nm0186194,1958,1938,\N,\N,5.0,74.0,4.0,13.0,M,M,M,M
120,Drama,2008,tt1166085,4084777.397485708,4.8,nm1735332,nm0253024,nm0785080,nm1108261,1976,1971,1961,1990,48.0,133.0,73.0,11.0,F,M,M,M
Un'estate al mare,Other,2008,tt1213917,0.0,4.1,nm0051880,nm0109253,nm0109386,nm0147592,1936,1966,1964,1965,151.0,24.0,57.0,28.0,M,M,F,M
405,Other,2000,tt0259165,0.0,4.7,nm0402498,nm0122565,nm0467650,nm0105111,\N,\N,1974,\N,2.0,1.0,1.0,2.0,M,F,F,M
Loose Cannons,Drama,2010,tt1405810,-7599685.248327451,4.6,nm1249052,nm0342151,nm0696725,nm0266890,1979,1980,1973,1955,70.0,37.0,54.0,54.0,M,F,M,M
Noel,Drama,2004,tt0383534,0.0,4.5,nm0000215,nm0004851,nm0908094,nm0000273,1946,1974,1973,1934,480.0,66.0,27.0,85.0,F,F,M,M
The War Lord,Drama,1965,tt0059896,0.0,4.6,nm0000032,nm0095524,nm0287071,nm0263052,1923,1917,1943,1901,208.0,353.0,34.0,40.0,M,M,F,M
The Elementary School,Drama,1991,tt0102571,0.0,4.8,nm0873131,nm0006664,nm0755941,nm0398703,1936,1936,1953,1920,48.0,22.0,66.0,101.0,M,M,F,M
Janwar,Other,1965,tt0317751,0.0,4.6,nm0004433,nm0707471,nm0716839,nm0796113,1931,1944,1921,1935,69.0,7.0,33.0,35.0,M,F,M,F
Reckless,Other,1984,tt0087983,11609286.614221303,4.7,nm0001644,nm0000435,nm0573299,nm0002037,1959,1960,1932,1945,190.0,79.0,45.0,53.0,M,F,M,M
Planet 51,Other,2009,tt0762125,11609286.614221303,4.6,nm0425005,nm0005405,nm0004754,nm0519043,1972,1976,1982,1978,233.0,47.0,63.0,117.0,M,M,F,M
Murder,Drama,2004,tt0405507,0.0,4.3,nm1324246,nm1483377,nm1431656,nm0787447,1976,1978,1979,1970,34.0,26.0,60.0,19.0,F,M,M,F
Christmas in Love,Other,2004,tt0418599,0.0,4.1,nm0211565,nm0092789,nm0000362,nm1522340,1951,1945,1944,1962,96.0,59.0,201.0,5.0,M,M,M,F
A Global Affair,Other,1964,tt0058145,0.0,4.3,nm0001362,nm0580440,nm0026130,nm0001119,1903,1939,1935,1922,66.0,37.0,14.0,124.0,M,F,F,F
Crocodile 2: Death Swamp,Drama,2002,tt0257510,-2895452.7681260137,3.9,nm0501889,nm0906977,nm0804471,nm0857355,1973,\N,\N,1967,88.0,1.0,3.0,3.0,F,M,M,M
Creepshow 2,Horror,1987,tt0092796,8333946.461312799,4.6,nm0001421,nm0001042,nm0424155,nm0767741,1925,1947,\N,1946,102.0,12.0,1.0,24.0,M,F,M,M
