Genre,Drama,Other,Family,Fiction,Action_Adventure,Horror,total
aghori,0,0,0,0,1,0,1
arya,0,0,0,0,1,0,1
hamsavalli,0,0,0,0,1,0,1
malayali,0,0,0,0,1,0,1
moksha,0,0,0,0,1,0,1
rudran,0,0,0,0,1,0,1
deformative,0,0,0,0,1,0,1
s.w.a.t.,0,0,0,0,1,0,1
mug,0,0,0,0,1,0,1
convalescence,0,0,0,0,1,0,1
metamorphosis,0,0,0,0,1,0,1
bump,0,0,0,0,1,0,1
costar,0,0,0,0,1,0,1
maroon cartoon,0,0,0,0,1,0,1
toons,0,0,0,0,1,0,1
mixture,0,0,0,0,1,0,1
gag,0,0,0,0,1,0,1
the beast,0,0,0,0,1,0,1
pamphlet,0,0,0,0,1,0,1
flow,0,0,0,0,1,0,1
picking,0,0,0,0,1,0,1
toad technique,0,0,0,0,1,0,1
shanghai,0,0,0,0,1,0,1
manual,0,0,0,0,1,0,1
hexagon,0,0,0,0,1,0,1
harpists,0,0,0,0,1,0,1
kicks,0,0,0,0,1,0,1
the buddhist palm,0,0,0,0,1,0,1
atlatl,0,0,0,0,1,0,1
impudence,0,0,0,0,1,0,1
dart,0,0,0,0,1,0,1
daigoro,0,0,0,0,1,0,1
turncoat,0,0,0,0,1,0,1
finishing,0,0,0,0,1,0,1
shinobi,0,0,0,0,1,0,1
axle,0,0,0,0,1,0,1
ittō,0,0,0,0,1,0,1
mogaribue,0,0,0,0,1,0,1
akari yagyū,0,0,0,0,1,0,1
emerge,0,0,0,0,1,0,1
mace,0,0,0,0,1,0,1
hidari,0,0,0,0,1,0,1
keeping,0,0,0,0,1,0,1
fishnet,0,0,0,0,1,0,1
kogi,0,0,0,0,1,0,1
frisbees,0,0,0,0,1,0,1
shove,0,0,0,0,1,0,1
spray,0,0,0,0,1,0,1
heap,0,0,0,0,1,0,1
ogami,0,0,0,0,1,0,1
kurokawa,0,0,0,0,1,0,1
turtles,0,0,0,0,1,0,1
dune,0,0,0,0,1,0,1
sire,0,0,0,0,1,0,1
the merry men's,0,0,0,0,1,0,1
the king of england,0,0,0,0,1,0,1
crusades,0,0,0,0,1,0,1
lionheart,0,0,0,0,1,0,1
angevin,0,0,0,0,1,0,1
archery,0,0,0,0,1,0,1
friar,0,0,0,0,1,0,1
gauge,0,0,0,0,1,0,1
dye,0,0,0,0,1,0,1
indigo,0,0,0,0,1,0,1
daikon,0,0,0,0,1,0,1
naginata,0,0,0,0,1,0,1
breast,0,0,0,0,1,0,1
aware,0,0,0,0,1,0,1
yagyū,0,0,0,0,1,0,1
hidaris,0,0,0,0,1,0,1
sayaka,0,0,0,0,1,0,1
kaishakunin,0,0,0,0,1,0,1
akari,0,0,0,0,1,0,1
ogami ittō,0,0,0,0,1,0,1
shingen,0,0,0,0,1,0,1
volley,0,0,0,0,1,0,1
broken,0,0,0,0,1,0,1
the warring states period,0,0,0,0,1,0,1
shi,0,0,0,0,1,0,1
qin,0,0,0,0,1,0,1
china,0,0,0,0,1,0,1
prefect,0,0,0,0,1,0,1
weiqi,0,0,0,0,1,0,1
flying snow,0,0,0,0,1,0,1
calligraphy,0,0,0,0,1,0,1
huang,0,0,0,0,1,0,1
bias,0,0,0,0,1,0,1
killer.{{cite,0,0,0,0,1,0,1
glenwood springs,0,0,0,0,1,0,1
fabian,0,0,0,0,1,0,1
emporium,0,0,0,0,1,0,1
nobukado,0,0,0,0,1,0,1
wakashū,0,0,0,0,1,0,1
spies,0,0,0,0,1,0,1
nobunaga,0,0,0,0,1,0,1
tromps,0,0,0,0,1,0,1
kurokawas,0,0,0,0,1,0,1
counterattack,0,0,0,0,1,0,1
oda,0,0,0,0,1,0,1
the battle of nagashino,0,0,0,0,1,0,1
kagemusha,0,0,0,0,1,0,1
lake suwa,0,0,0,0,1,0,1
suwa,0,0,0,0,1,0,1
ieyasu,0,0,0,0,1,0,1
the battle of takatenjin,0,0,0,0,1,0,1
nagashino,0,0,0,0,1,0,1
kagemusha{{'}}s,0,0,0,0,1,0,1
takeda,0,0,0,0,1,0,1
katsuyori,0,0,0,0,1,0,1
kagemushas,0,0,0,0,1,0,1
takatenjin,0,0,0,0,1,0,1
locksley,0,0,0,0,1,0,1
saxon,0,0,0,0,1,0,1
sherwood forest,0,0,0,0,1,0,1
portuguese,0,0,0,0,1,0,1
southampton,0,0,0,0,1,0,1
brock,0,0,0,0,1,0,1
marston,1,0,0,0,0,0,1
sank,0,0,0,0,1,0,1
bukater,0,0,0,0,1,0,1
chronicle,0,0,0,0,1,0,1
aloof,0,0,0,0,1,0,1
dewitt,0,0,0,0,1,0,1
hockley,0,0,0,0,1,0,1
bukaters,0,0,0,0,1,0,1
calvert,0,0,0,0,1,0,1
flare,0,0,0,0,1,0,1
lowe,0,0,0,0,1,0,1
stateroom,0,0,0,0,1,0,1
lizzy,0,0,0,0,1,0,1
topsail,0,0,0,0,1,0,1
manuel,0,0,0,0,1,0,1
rose's,0,0,0,0,1,0,1
mock,0,0,0,0,1,0,1
dresser,0,0,0,0,1,0,1
ranching,0,0,0,0,1,0,1
rufus hannassey,0,0,0,0,1,0,1
maragon,0,0,0,0,1,0,1
terrills,0,0,0,0,1,0,1
muddy,0,0,0,0,1,0,1
manhood,0,0,0,0,1,0,1
foreman,0,0,0,0,1,0,1
hannassey,0,0,0,0,1,0,1
patricia and terrill,0,0,0,0,1,0,1
lower,0,0,0,0,1,0,1
mckay,0,0,0,0,1,0,1
the terrill-hannassey,0,0,0,0,1,0,1
dawson,0,0,0,0,1,0,1
evade,0,0,0,0,1,0,1
the dewitt bukaters',0,0,0,0,1,0,1
cal,0,0,0,0,1,0,1
caledon,0,0,0,0,1,0,1
cushman,0,0,0,0,1,0,1
newfoundland,0,0,0,0,1,0,1
dickon malbete,0,0,0,0,1,0,1
cheyne,0,0,0,0,1,0,1
gaja,0,0,0,0,1,0,1
shwetha,0,0,0,0,1,0,1
midea,0,0,0,0,1,0,1
kilea,0,0,0,0,1,0,1
quarterstaff,0,0,0,0,1,0,1
scarlet,0,0,0,0,1,0,1
dickon,0,0,0,0,1,0,1
tuck,0,0,0,0,1,0,1
the bishop of the black canons,0,0,0,0,1,0,1
normans,0,0,0,0,1,0,1
gisbourne,0,0,0,0,1,0,1
canons,0,0,0,0,1,0,1
guile,0,0,0,0,1,0,1
sherwood,0,0,0,0,1,0,1
nottingham,0,0,0,0,1,0,1
malbete,0,0,0,0,1,0,1
marian,0,0,0,0,1,0,1
darling,0,0,0,0,1,0,1
devendra,0,0,0,0,1,0,1
pregnant,0,0,0,0,1,0,1
canvas,0,0,0,0,1,0,1
trans-atlantic,0,0,0,0,1,0,1
steamship,0,0,0,0,1,0,1
captain troop's,0,0,0,0,1,0,1
the jennie cushman,0,0,0,0,1,0,1
the grand banks of newfoundland,0,0,0,0,1,0,1
jennie,0,0,0,0,1,0,1
fidello,0,0,0,0,1,0,1
disko,0,0,0,0,1,0,1
gulabo,0,0,0,0,1,0,1
joravar,0,0,0,0,1,0,1
jaildar,0,0,0,0,1,0,1
jasbinder,0,0,0,0,1,0,1
choudhary,0,0,0,0,1,0,1
shamsher,0,0,0,0,1,0,1
bebo,0,0,0,0,1,0,1
jagga,0,0,0,0,1,0,1
o.k.,0,0,0,0,1,0,1
ike,0,0,0,0,1,0,1
accommodation,0,0,0,0,1,0,1
abilene,0,0,0,0,1,0,1
comanches,0,0,0,0,1,0,1
yankee,0,0,0,0,1,0,1
futterman,0,0,0,0,1,0,1
mccorry,0,0,0,0,1,0,1
mose,0,0,0,0,1,0,1
debbie,0,0,0,0,1,0,1
jorgensens,0,0,0,0,1,0,1
bracelet,0,0,0,0,1,0,1
flour,0,0,0,0,1,0,1
the red river,0,0,0,0,1,0,1
millay,0,0,0,0,1,0,1
garth,0,0,0,0,1,0,1
clatter,0,0,0,0,1,0,1
groot,0,0,0,0,1,0,1
wayfarer,0,0,0,0,1,0,1
chisholm,0,0,0,0,1,0,1
dunson to abilene,0,0,0,0,1,0,1
rev.,0,0,0,0,1,0,1
amc television,0,0,0,0,1,0,1
searchers,0,0,0,0,1,0,1
jordan,0,0,0,0,1,0,1
pc,0,0,0,0,1,0,1
alibi,0,0,0,0,1,0,1
comanche,0,0,0,0,1,0,1
confederacy,0,0,0,0,1,0,1
edwards,0,0,0,0,1,0,1
the texas rangers,0,0,0,0,1,0,1
the searchers special,0,0,0,0,1,0,1
trading,0,0,0,0,1,0,1
harper,0,0,0,0,1,0,1
homestead,0,0,0,0,1,0,1
amc,0,0,0,0,1,0,1
jorgensen,0,0,0,0,1,0,1
greenhill,0,0,0,0,1,0,1
pawley,0,0,0,0,1,0,1
oath,0,0,0,0,1,0,1
nawyecka,0,0,0,0,1,0,1
railhead,0,0,0,0,1,0,1
ireland,0,0,0,0,1,0,1
gloucestershire,0,0,0,0,1,0,1
dunson,0,0,0,0,1,0,1
sakaki,0,0,0,0,1,0,1
jubei,0,0,0,0,1,0,1
yamashiro,0,0,0,0,1,0,1
the devils of kimon,0,0,0,0,1,0,1
gemma,0,0,0,0,1,0,1
shimoda,0,0,0,0,1,0,1
kibagami,0,0,0,0,1,0,1
the devil shijima,0,0,0,0,1,0,1
hyobu,0,0,0,0,1,0,1
shinkuro,0,0,0,0,1,0,1
"jubei, kagero",0,0,0,0,1,0,1
golem,0,0,0,0,1,0,1
toyotomi,0,0,0,0,1,0,1
unite,0,0,0,0,1,0,1
koga,0,0,0,0,1,0,1
mochizuki,0,0,0,0,1,0,1
dakuan,0,0,0,0,1,0,1
himuro,0,0,0,0,1,0,1
employ,0,0,0,0,1,0,1
bluff,0,0,0,0,1,0,1
nagorno,0,0,0,0,1,0,1
beef,0,0,0,0,1,0,1
nadine,0,0,0,0,1,0,1
evening post,0,0,0,0,1,0,1
armenians,0,0,0,0,1,0,1
karabakh,0,0,0,0,1,0,1
tbilisi,0,0,0,0,1,0,1
azerbaijani,0,0,0,0,1,0,1
the shogun of the dark,0,0,0,0,1,0,1
zakuro,0,0,0,0,1,0,1
kishima,0,0,0,0,1,0,1
shijima,0,0,0,0,1,0,1
kishima harbor,0,0,0,0,1,0,1
kagero,0,0,0,0,1,0,1
agenda,0,0,0,0,1,0,1
tessai,0,0,0,0,1,0,1
kimon,0,0,0,0,1,0,1
point break,0,0,0,0,1,0,1
butterman,0,0,0,0,1,0,1
creek,0,0,0,0,1,0,1
carcass,0,0,0,0,1,0,1
holliday,0,0,0,0,1,0,1
wyatt,0,0,0,0,1,0,1
drier,0,0,0,0,1,0,1
brutishness,0,0,0,0,1,0,1
bannon,0,0,0,0,1,0,1
bannons,0,0,0,0,1,0,1
liveliness,0,0,0,0,1,0,1
barroom,0,0,0,0,1,0,1
hud,0,0,0,0,1,0,1
lonnie,0,0,0,0,1,0,1
survey,0,0,0,0,1,0,1
cunning,0,0,0,0,1,0,1
fro,0,0,0,0,1,0,1
unfolding,0,0,0,0,1,0,1
vet,0,0,0,0,1,0,1
blowup,0,0,0,0,1,0,1
swig,0,0,0,0,1,0,1
stilwell,0,0,0,0,1,0,1
morgan,0,0,0,0,1,0,1
mattie,0,0,0,0,1,0,1
cowboys,0,0,0,0,1,0,1
ban,0,0,0,0,1,0,1
sanatorium,0,0,0,0,1,0,1
laudanum,0,0,0,0,1,0,1
earp,0,0,0,0,1,0,1
behan,0,0,0,0,1,0,1
mclaury,0,0,0,0,1,0,1
mcmasters,0,0,0,0,1,0,1
blaylock,0,0,0,0,1,0,1
mitchum,0,0,0,0,1,0,1
henry hooker,0,0,0,0,1,0,1
glenwood,0,0,0,0,1,0,1
clanton,0,0,0,0,1,0,1
sash,0,0,0,0,1,0,1
brocious,0,0,0,0,1,0,1
tucson,0,0,0,0,1,0,1
vermillion,0,0,0,0,1,0,1
viability,0,0,0,0,1,0,1
emptiness,0,0,0,0,1,0,1
nwa,0,0,0,0,1,0,1
falseness,0,0,0,0,1,0,1
peachy,0,0,0,0,1,0,1
gurkha,0,0,0,0,1,0,1
sikandergul,0,0,0,0,1,0,1
grandeur,0,0,0,0,1,0,1
policing,0,0,0,0,1,0,1
sandford,0,0,0,0,1,0,1
shopkeeper,0,0,0,0,1,0,1
spire,0,0,0,0,1,0,1
reload,0,0,0,0,1,0,1
somerfield,0,0,0,0,1,0,1
inquire,0,0,0,0,1,0,1
mockery,0,0,0,0,1,0,1
nicholas,0,0,0,0,1,0,1
motorway,0,0,0,0,1,0,1
bad,0,0,0,0,1,0,1
weaver,0,0,0,0,1,0,1
the sandford police service,0,0,0,0,1,0,1
booty,0,0,0,0,1,0,1
sikander,0,0,0,0,1,0,1
the arrow incident,0,0,0,0,1,0,1
mapping,0,0,0,0,1,0,1
recklessness,0,0,0,0,1,0,1
buyer,0,0,0,0,1,0,1
masonic,0,0,0,0,1,0,1
kipling,0,0,0,0,1,0,1
dravot,0,0,0,0,1,0,1
khyber,0,0,0,0,1,0,1
northern star,0,0,0,0,1,0,1
forswearing,0,0,0,0,1,0,1
heb,0,0,0,0,1,0,1
kukri,0,0,0,0,1,0,1
bashkai,0,0,0,0,1,0,1
kafiristan,0,0,0,0,1,0,1
kafu,0,0,0,0,1,0,1
selim,0,0,0,0,1,0,1
carnehan,0,0,0,0,1,0,1
kafu selim,0,0,0,0,1,0,1
hibernation,0,0,0,1,0,0,1
thereza,0,0,1,0,0,0,1
masculinity,0,0,0,1,0,0,1
globians,0,1,0,0,0,0,1
molyko,0,1,0,0,0,0,1
the molyko sport complex,0,1,0,0,0,0,1
volcanic sprint,0,1,0,0,0,0,1
globians film festival,0,1,0,0,0,0,1
bart,0,1,0,0,0,0,1
buea,0,1,0,0,0,0,1
the mount cameroon race of hope,0,1,0,0,0,0,1
the 2007,0,1,0,0,0,0,1
reliability,0,1,0,0,0,0,1
cameroon,0,1,0,0,0,0,1
dominique,0,1,0,0,0,0,1
southwest,0,1,0,0,0,0,1
ngwang,0,1,0,0,0,0,1
tedjojem,0,1,0,0,0,0,1
doorne,0,1,0,0,0,0,1
summit,0,1,0,0,0,0,1
mount cameroon,0,1,0,0,0,0,1
the southwest province,0,1,0,0,0,0,1
etonge,0,1,0,0,0,0,1
criticism,0,1,0,0,0,0,1
the dwarf gimli,1,0,0,0,0,0,1
dissenter,0,1,0,0,0,0,1
rarity,0,1,0,0,0,0,1
courtroom,0,1,0,0,0,0,1
sentence.<ref,0,1,0,0,0,0,1
rant,0,1,0,0,0,0,1
jurors,0,1,0,0,0,0,1
earlier.{{cite,0,1,0,0,0,0,1
angry,0,1,0,0,0,0,1
does.{{cite,0,1,0,0,0,0,1
diatribe,0,1,0,0,0,0,1
8–4,0,1,0,0,0,0,1
tally,0,1,0,0,0,0,1
entreaty,0,1,0,0,0,0,1
eyeglass,0,1,0,0,0,0,1
mwambo,0,1,0,0,0,0,1
tegan,0,1,0,0,0,0,1
elenore,0,1,0,0,0,0,1
chakadi,0,1,0,0,0,0,1
disagreement,0,1,0,0,0,0,1
griffith,0,1,0,0,0,0,1
grapefruit,0,1,0,0,0,0,1
expansion,0,1,0,0,0,0,1
the big bang,0,1,0,0,0,0,1
"aragorn, gimli",1,0,0,0,0,0,1
easel,0,1,0,0,0,0,1
galileo,0,1,0,0,0,0,1
parth,1,0,0,0,0,0,1
dwarves,1,0,0,0,0,0,1
mines of moria,1,0,0,0,0,0,1
the pharos lighthouse,0,1,0,0,0,0,1
milky,0,1,0,0,0,0,1
the elf arwen,1,0,0,0,0,0,1
jupiter,0,1,0,0,0,0,1
discord,0,1,0,0,0,0,1
mishra,0,1,0,0,0,0,1
elenore the carnivore,0,1,0,0,0,0,1
shama,0,1,0,0,0,0,1
abattoir.http://www.eormedia.com.au/films/teganthevegan/teganthevegan_images/articles/relax_mag_filmmakers_p4.pdf,0,1,0,0,0,0,1
carnivore,0,1,0,0,0,0,1
marisa,0,1,0,0,0,0,1
vegetarian,0,1,0,0,0,0,1
the canberra times,0,1,0,0,0,0,1
canberra,0,1,0,0,0,0,1
hd,0,1,0,0,0,0,1
the third reich,0,1,0,0,0,0,1
format,0,1,0,0,0,0,1
shama pradhan,0,1,0,0,0,0,1
harabou,0,1,0,0,0,0,1
rancour,0,1,0,0,0,0,1
baraju,0,1,0,0,0,0,1
netramani,0,1,0,0,0,0,1
the hobbit bilbo baggins,1,0,0,0,0,0,1
ballot,0,1,0,0,0,0,1
satyanarayana,0,1,0,0,0,0,1
sr,0,1,0,0,0,0,1
toed,0,1,0,0,0,0,1
tricia,0,1,0,0,0,0,1
pills,0,1,0,0,0,0,1
galen,1,0,0,0,0,0,1
roller,0,1,0,0,0,0,1
postmodern,0,1,0,0,0,0,1
wraith,1,0,0,0,0,0,1
transportation,0,1,0,0,0,0,1
bitterness,0,1,0,0,0,0,1
brahmanandam,0,1,0,0,0,0,1
evp,0,1,0,0,0,0,1
nudge,0,1,0,0,0,0,1
prebirths,0,1,0,0,0,0,1
vishwas,0,1,0,0,0,0,1
shantanu,0,1,0,0,0,0,1
salesperson,0,1,0,0,0,0,1
sudhir,0,1,0,0,0,0,1
parth galen,1,0,0,0,0,0,1
remorse,0,1,0,0,0,0,1
arcade,0,1,0,0,0,0,1
tarika,0,1,0,0,0,0,1
nepal,0,1,0,0,0,0,1
stongde,0,1,0,0,0,0,1
manali,0,1,0,0,0,0,1
lothlórien,1,0,0,0,0,0,1
zanskar,0,1,0,0,0,0,1
curriculum,0,1,0,0,0,0,1
sikkim,0,1,0,0,0,0,1
economics,0,1,0,0,0,0,1
abyss,1,0,0,0,0,0,1
dymotran,0,1,0,0,0,0,1
funplex,0,1,0,0,0,0,1
rink,0,1,0,0,0,0,1
modernist,0,1,0,0,0,0,1
compatibility,0,1,0,0,0,0,1
elf,1,0,0,0,0,0,1
sarpotdar,0,1,0,0,0,0,1
dhanajay,0,1,0,0,0,0,1
the elves galadriel and celeborn,1,0,0,0,0,0,1
lohars,0,1,0,0,0,0,1
"""film",0,1,0,0,0,0,1
gadia,0,1,0,0,0,0,1
chitoor,0,1,0,0,0,0,1
garh,0,1,0,0,0,0,1
maharanas,0,1,0,0,0,0,1
maharana,0,1,0,0,0,0,1
details,0,1,0,0,0,0,1
chanrdrawal,0,1,0,0,0,0,1
pratap,0,1,0,0,0,0,1
ram garh,0,1,0,0,0,0,1
database movie details,0,1,0,0,0,0,1
dera,0,1,0,0,0,0,1
ranjit,0,1,0,0,0,0,1
chandrawal,0,1,0,0,0,0,1
lakshmipathy,0,1,0,0,0,0,1
lohar,0,1,0,0,0,0,1
chittoor,0,1,0,0,0,0,1
parvati,0,1,0,0,0,0,1
chaudhary,0,1,0,0,0,0,1
madhuri,0,1,0,0,0,0,1
dhananjay and co,0,1,0,0,0,0,1
bali,0,1,0,0,0,0,1
manisha,0,1,0,0,0,0,1
dhananjay,0,1,0,0,0,0,1
sushma,0,1,0,0,0,0,1
kalbhor,0,1,0,0,0,0,1
lilabai,0,1,0,0,0,0,1
sachin,0,1,0,0,0,0,1
dhananjay and shantanu,0,1,0,0,0,0,1
tanu,0,1,0,0,0,0,1
parshuram,0,1,0,0,0,0,1
sudha,0,1,0,0,0,0,1
mane,0,1,0,0,0,0,1
jodha,0,1,0,0,0,0,1
ptolemy,0,1,0,0,0,0,1
claudius,0,1,0,0,0,0,1
paintings,0,1,0,0,0,0,1
adrenaline,1,0,0,0,0,0,1
poacher,0,1,0,0,0,0,1
esmarelda,1,0,0,0,0,0,1
venkatappa,0,1,0,0,0,0,1
nagarhole,0,1,0,0,0,0,1
nagarhole national,0,1,0,0,0,0,1
jody,1,0,0,0,0,0,1
kaimal,0,1,0,0,0,0,1
fortnight,0,1,0,0,0,0,1
griffith observatory,0,1,0,0,0,0,1
naxalite,0,1,0,0,0,0,1
ranjini,0,1,0,0,0,0,1
ramachandra,0,1,0,0,0,0,1
revathy,0,1,0,0,0,0,1
bhaskaran,0,1,0,0,0,0,1
disrespect,0,1,0,0,0,0,1
sakthivelu,0,1,0,0,0,0,1
naika,0,1,0,0,0,0,1
him.{{cite,0,1,0,0,0,0,1
hash,1,0,0,0,0,0,1
tunis,0,1,0,0,0,0,1
perrella,0,1,0,0,0,0,1
vincenzo,0,1,0,0,0,0,1
bertie,0,1,0,0,0,0,1
kingwell,0,1,0,0,0,0,1
the swan river,0,1,0,0,0,0,1
kracken,0,1,0,0,0,0,1
perth,0,1,0,0,0,0,1
expository,0,1,0,0,0,0,1
nacer,0,1,0,0,0,0,1
mia,1,0,0,0,0,0,1
klee,0,1,0,0,0,0,1
tunisian,0,1,0,0,0,0,1
khemir,0,1,0,0,0,0,1
winnfield,1,0,0,0,0,0,1
pommel,1,0,0,0,0,0,1
periya,0,1,0,0,0,0,1
groin,1,0,0,0,0,0,1
commute,0,1,0,0,0,0,1
sri chinmoy,0,1,0,0,0,0,1
strongest,0,1,0,0,0,0,1
restriction,0,1,0,0,0,0,1
challenging impossibility,0,1,0,0,0,0,1
limitation,0,1,0,0,0,0,1
challenging,0,1,0,0,0,0,1
contribution,0,1,0,0,0,0,1
polis,0,1,0,0,0,0,1
press.html,0,1,0,0,0,0,1
cheese,1,0,0,0,0,0,1
malkovich,0,1,0,0,0,0,1
harrison,0,1,0,0,0,0,1
world war i. butch's,1,0,0,0,0,0,1
"""http://www.polisisthis.com",0,1,0,0,0,0,1
lives.{{citation,0,1,0,0,0,0,1
ferrini,0,1,0,0,0,0,1
"strongmen,{{disambiguation",0,1,0,0,0,0,1
olympic gold-medalist,0,1,0,0,0,0,1
contemplates,0,1,0,0,0,0,1
girard,0,1,0,0,0,0,1
esaki,0,1,0,0,0,0,1
the house of,1,0,0,0,0,0,1
saktivelu,0,1,0,0,0,0,1
backlash,0,1,0,0,0,0,1
escalation,0,1,0,0,0,0,1
loggerhead,0,1,0,0,0,0,1
awkwardness,0,1,0,0,0,0,1
mainroad,0,1,0,0,0,0,1
zane,0,1,0,0,0,0,1
rectum,1,0,0,0,0,0,1
pope,0,1,0,0,0,0,1
olympia,0,1,0,0,0,0,1
stops”.{{cite,0,1,0,0,0,0,1
appearances,0,1,0,0,0,0,1
chinmoy,0,1,0,0,0,0,1
devadasis,0,1,0,0,0,0,1
gejjepooje,0,1,0,0,0,0,1
jihadist,0,1,0,0,0,0,1
pallavas,0,1,0,0,0,0,1
kshatriya,0,1,0,0,0,0,1
following,0,1,0,0,0,0,1
jetti,0,1,0,0,0,0,1
thrashing,0,1,0,0,0,0,1
premavati,0,1,0,0,0,0,1
antecedent,0,1,0,0,0,0,1
banavasi,0,1,0,0,0,0,1
mayura,0,1,0,0,0,0,1
chandravarma,0,1,0,0,0,0,1
sivaskandhavarma,0,1,0,0,0,0,1
pallava,0,1,0,0,0,0,1
vishnugopa,0,1,0,0,0,0,1
raja chandravarma,0,1,0,0,0,0,1
nilakanthagupta,0,1,0,0,0,0,1
wayside,0,1,0,0,0,0,1
srishaila,0,1,0,0,0,0,1
kadamba,0,1,0,0,0,0,1
inlaws,0,1,0,0,0,0,1
ranga,0,1,0,0,0,0,1
renaissance,0,1,0,0,0,0,1
planetarium,0,1,0,0,0,0,1
copernican,0,1,0,0,0,0,1
stardust,0,1,0,0,0,0,1
the andromeda galaxy,0,1,0,0,0,0,1
pharos,0,1,0,0,0,0,1
andromeda,0,1,0,0,0,0,1
galilei,0,1,0,0,0,0,1
alexandria,0,1,0,0,0,0,1
presenter,0,1,0,0,0,0,1
prancing,1,0,0,0,0,0,1
representation,0,1,0,0,0,0,1
kanchi,0,1,0,0,0,0,1
vedas,0,1,0,0,0,0,1
yoke,0,1,0,0,0,0,1
outlaws,0,1,0,0,0,0,1
inlaws & outlaws,0,1,0,0,0,0,1
stereotypes,0,1,0,0,0,0,1
knights,0,1,0,0,0,0,1
ratterman,0,1,0,0,0,0,1
ricardo,0,1,0,0,0,0,1
utopia,0,1,0,0,0,0,1
cuban,0,1,0,0,0,0,1
castro,0,1,0,0,0,0,1
martí,0,1,0,0,0,0,1
rebelde,0,1,0,0,0,0,1
guevara,0,1,0,0,0,0,1
televisión,0,1,0,0,0,0,1
fidel,0,1,0,0,0,0,1
che,0,1,0,0,0,0,1
radio rebelde,0,1,0,0,0,0,1
non-muslim,0,1,0,0,0,0,1
judeo-christian,0,1,0,0,0,0,1
islam,0,1,0,0,0,0,1
albania,0,1,0,0,0,0,1
landmines,0,1,0,0,0,0,1
single,0,1,0,0,0,0,1
knightsbridge,0,1,0,0,0,0,1
candor,0,1,0,0,0,0,1
thailand,0,1,0,0,0,0,1
knightsbridge international,0,1,0,0,0,0,1
gwaihir,1,0,0,0,0,0,1
rwanda,0,1,0,0,0,0,1
walt,0,1,0,0,0,0,1
burma,0,1,0,0,0,0,1
bree,1,0,0,0,0,0,1
haiti,0,1,0,0,0,0,1
artis,0,1,0,0,0,0,1
philippines,0,1,0,0,0,0,1
chechnya,0,1,0,0,0,0,1
indiana jones,0,1,0,0,0,0,1
knights of malta,0,1,0,0,0,0,1
malta,0,1,0,0,0,0,1
dalai,0,1,0,0,0,0,1
the wizard gandalf the grey warns frodo,1,0,0,0,0,0,1
yak,0,1,0,0,0,0,1
ichi,1,0,0,0,0,0,1
elderly,1,0,0,0,0,0,1
ravine,1,0,0,0,0,0,1
mahendra,1,0,0,0,0,0,1
seduction,1,0,0,0,0,0,1
tether,1,0,0,0,0,0,1
intrigue,1,0,0,0,0,0,1
isaburo,1,0,0,0,0,0,1
varman,1,0,0,0,0,0,1
20th,1,0,0,0,0,0,1
tatewaki,1,0,0,0,0,0,1
yogoro,1,0,0,0,0,0,1
tatami,1,0,0,0,0,0,1
insubordination,1,0,0,0,0,0,1
aisu,1,0,0,0,0,0,1
asano,1,0,0,0,0,0,1
vyjayanti,1,0,0,0,0,0,1
muntz,1,0,0,0,0,0,1
priyanka,1,0,0,0,0,0,1
ashish,1,0,0,0,0,0,1
khanna,1,0,0,0,0,0,1
quits,1,0,0,0,0,0,1
lester,1,0,0,0,0,0,1
tomboy,1,0,0,0,0,0,1
"the ""wilderness explorers",1,0,0,0,0,0,1
feather,1,0,0,0,0,0,1
the bubba gump shrimp company,1,0,0,0,0,0,1
helium,1,0,0,0,0,0,1
scrapbook,1,0,0,0,0,0,1
paradise falls,1,0,0,0,0,0,1
reinvigorated,1,0,0,0,0,0,1
soda,1,0,0,0,0,0,1
fredricksen,1,0,0,0,0,0,1
zookeeper,1,0,0,0,0,0,1
flightless,1,0,0,0,0,0,1
explorers,1,0,0,0,0,0,1
tomi,1,0,0,0,0,0,1
trepidation,1,0,0,0,0,0,1
vassal,1,0,0,0,0,0,1
gondorff,1,0,0,0,0,0,1
harmon,1,0,0,0,0,0,1
lonnegan,1,0,0,0,0,0,1
windfall,1,0,0,0,0,0,1
gundamma,1,0,0,0,0,0,1
loretta,1,0,0,0,0,0,1
gundamma and saroja,1,0,0,0,0,0,1
anji marries,1,0,0,0,0,0,1
polk,1,0,0,0,0,0,1
leather,1,0,0,0,0,0,1
grifter,1,0,0,0,0,0,1
shaw,1,0,0,0,0,0,1
trifecta,1,0,0,0,0,0,1
the chicago western union,1,0,0,0,0,0,1
century limited,1,0,0,0,0,0,1
hickey,1,0,0,0,0,0,1
snyder,1,0,0,0,0,0,1
kanji,1,0,0,0,0,0,1
sasahara,1,0,0,0,0,0,1
inertia,1,0,0,0,0,0,1
king rajendra varman,1,0,0,0,0,0,1
enthusiasm,1,0,0,0,0,0,1
mrinalini,1,0,0,0,0,0,1
cesspool,1,0,0,0,0,0,1
kannika,1,0,0,0,0,0,1
carefree,1,0,0,0,0,0,1
watanabe,1,0,0,0,0,0,1
suryakantham,1,0,0,0,0,0,1
playground,1,0,0,0,0,0,1
pension,1,0,0,0,0,0,1
nightlife,1,0,0,0,0,0,1
gantaiah,1,0,0,0,0,0,1
uta,1,0,0,0,0,0,1
anji,1,0,0,0,0,0,1
bureaucrat,1,0,0,0,0,0,1
