Movie_name,Top_genres,Release_Date,tconst,capped_profit,Successful,role_1,role_2,role_3,role_4,role_1_birth_year,role_2_birth_year,role_3_birth_year,role_4_birth_year,role_1_roles_count,role_2_roles_count,role_3_roles_count,role_4_roles_count,role_1_sex,role_2_sex,role_3_sex,role_4_sex
Watchmen,Drama,2009,tt0409459,11609286.614221303,5.0,nm0355097,nm0933940,nm0001303,nm0015196,1961,1973,1971,1978,46.0,65.0,136.0,172.0,M,M,F,F
Eternity and a Day,Drama,1998,tt0156794,0.0,4.9,nm0004486,nm0719224,nm0072768,nm0804093,1941,1966,1957,\N,104.0,49.0,75.0,1.0,M,F,M,M
A Nightmare on Elm Street,Drama,2010,tt1179056,11609286.614221303,4.5,nm0355097,nm1913734,nm0973177,nm1556320,1961,1985,\N,1986,46.0,24.0,60.0,146.0,M,F,M,F
Jordon Saffron: Taste This!,Drama,2009,tt1467349,0.0,4.3,nm0005035,nm0771993,nm0003265,nm1036787,1969,1958,1969,1976,30.0,9.0,3.0,19.0,F,M,M,F
Take Me Home Tonight,Drama,2011,tt0810922,-12709444.04780033,4.3,nm0333410,nm0267506,nm0283945,nm1954240,1978,1976,1976,1986,255.0,192.0,65.0,59.0,M,F,M,F
Fade to Black,Drama,1980,tt0080711,0.0,4.5,nm0160550,nm0859772,nm0318522,nm0123680,1950,1946,1946,1923,29.0,74.0,6.0,26.0,M,M,F,M
Cleaner,Drama,2008,tt1265592,8586177.021941995,4.8,nm1685477,nm1049124,nm4987860,nm1271475,\N,\N,\N,1974,17.0,18.0,1.0,11.0,F,M,M,M
Day of the Outlaw,Drama,1959,tt0052724,0.0,4.7,nm0752813,nm0412322,nm0001481,nm0550701,1909,1909,1934,1909,104.0,78.0,28.0,24.0,M,M,F,M
Gudachari No.1,Drama,1983,tt0248051,0.0,4.6,nm0158112,nm0704654,nm0710623,nm0326553,1955,1963,1937,1939,140.0,1103.0,46.0,15.0,M,F,M,M
Haunted Castle,Drama,2001,tt0278475,11609286.614221303,4.5,nm0829080,nm0046411,nm0733427,,\N,1974,1943,,1.0,1.0,49.0,,M,F,M,
Caught,Drama,1949,tt0040221,0.0,4.7,nm0000051,nm0000895,nm0752813,nm0272432,1909,1922,1909,1906,139.0,326.0,104.0,97.0,M,F,M,M
The Big Sleep,Drama,1946,tt0038355,0.0,4.9,nm0000007,nm0000002,nm0725891,nm0896015,1899,1924,1909,1925,66.0,55.0,14.0,20.0,M,F,M,F
Rezerwat,Drama,2007,tt1062961,0.0,4.6,nm1411878,nm1338476,nm2707614,nm0246226,1979,1975,\N,1964,22.0,103.0,4.0,25.0,M,F,M,M
Bhoot,Drama,2003,tt0341266,-3474632.7519818796,4.5,nm0222426,nm0007107,nm0007113,nm0004334,1969,1974,1951,1954,123.0,46.0,62.0,105.0,M,F,M,F
Noriko's Dinner Table,Drama,2005,tt0468820,0.0,4.7,nm0297954,nm0875261,nm1973760,nm0620664,1982,1976,1988,1957,44.0,8.0,30.0,5.0,F,F,F,M
Blood and Black Lace,Drama,1964,tt0058567,0.0,4.7,nm0593192,nm0058982,nm0707030,nm0330965,1918,1927,1926,\N,203.0,40.0,10.0,1.0,M,F,M,F
That Hamilton Woman,Drama,1941,tt0034272,0.0,5.5,nm0000046,nm0000059,nm0610253,nm0021329,1913,1907,1896,1880,16.0,71.0,141.0,11.0,F,M,M,F
Chasing Mavericks,Drama,2012,tt1629757,2268438.0066690207,4.7,nm4103976,nm0124930,nm0000223,nm0817844,1988,1969,1963,1981,9.0,69.0,140.0,103.0,M,M,F,F
Jackpot,Drama,2001,tt0261755,0.0,4.3,nm0340973,nm0000435,nm0606541,nm0000872,1957,1960,1937,\N,84.0,79.0,197.0,170.0,M,F,M,M
A Matter of Time,Drama,1976,tt0074878,0.0,4.2,nm0591485,nm0000006,nm0000964,nm0283754,1946,1915,1899,1937,18.0,44.0,122.0,100.0,F,F,M,M
Above Suspicion,Drama,1943,tt0035605,0.0,4.6,nm0001076,nm0534045,nm0891998,nm0001651,1906,1908,1893,1892,87.0,245.0,69.0,87.0,F,M,M,M
Miguel/Michelle,Drama,1998,tt0264898,0.0,4.4,nm0765359,nm0246582,nm0893365,nm0897903,1972,1950,1944,1971,32.0,120.0,10.0,46.0,M,F,M,M
The World Unseen,Drama,2007,tt1048174,0.0,4.6,nm0712908,nm0792888,nm0196375,nm0222138,1972,\N,1974,1967,25.0,80.0,40.0,16.0,F,F,M,F
Manhunter,Drama,1986,tt0091474,-13777755.481801871,4.5,nm0676973,nm0002114,nm0000260,nm0004051,1953,1958,1956,1946,214.0,17.0,47.0,207.0,M,F,F,M
16 Years of Alcohol,Drama,2003,tt0331338,0.0,4.5,nm0571727,nm0292182,nm0528462,nm0090020,1973,1975,1971,1976,123.0,70.0,49.0,8.0,M,F,F,M
The Third Day,Drama,1965,tt0059795,0.0,4.4,nm0000577,nm0039051,nm0001522,nm0640023,1928,1939,1928,1908,170.0,107.0,127.0,79.0,M,F,M,M
The Demon,Drama,1978,tt0202434,0.0,4.7,nm0412615,nm0644523,nm1213173,nm5489147,1941,1937,\N,\N,75.0,59.0,1.0,1.0,F,M,M,F
Superman III,Drama,1983,tt0086393,-92697896.58634536,2.6,nm0001659,nm0001640,nm0452288,nm0178114,1952,1940,1948,1922,40.0,41.0,114.0,111.0,M,M,F,M
Company Business,Drama,1991,tt0101606,0.0,4.4,nm0000432,nm0000864,nm0001748,nm0642368,1930,1948,1943,1952,77.0,16.0,79.0,87.0,M,M,M,M
It Runs in the Family,Drama,2003,tt0311110,0.0,4.3,nm0000018,nm0000140,nm0001613,nm0191412,1916,1944,1948,1989,86.0,194.0,89.0,33.0,M,M,F,M
Undoing,Drama,2006,tt0452701,0.0,4.1,nm0437646,nm0005026,nm0101005,nm0005568,1972,1968,1938,1963,43.0,104.0,57.0,49.0,M,F,M,M
An Eye for an Eye,Drama,1981,tt0082350,11609286.614221303,4.5,nm0001569,nm0000489,nm0745780,nm0164273,1940,1922,1942,1936,226.0,178.0,91.0,35.0,M,M,M,M
The Minus Man,Drama,1999,tt0151582,0.0,4.5,nm0005562,nm0002028,nm0948267,nm0371660,1968,1962,1956,1954,66.0,11.0,16.0,129.0,M,F,M,M
Wicked,Drama,1998,tt0120088,-5809179.489801135,4.2,nm0617094,nm0005466,nm0001210,nm0608632,\N,1981,1957,1959,1.0,112.0,36.0,82.0,F,F,F,M
Klimt,Drama,2006,tt0417871,0.0,4.2,nm0000518,nm0274704,nm0226820,nm0004787,1953,1965,1957,1972,138.0,86.0,78.0,107.0,M,F,M,F
The Last Kiss,Drama,2001,tt0265930,11609286.614221303,4.8,nm0009629,nm0583856,nm0762248,nm0763216,1971,1974,1946,1974,99.0,34.0,130.0,44.0,M,F,F,M
The Outside Man,Drama,1972,tt0070083,0.0,4.6,nm0004462,nm0000268,nm0001702,nm0001141,1930,1941,1932,1931,122.0,67.0,106.0,177.0,M,F,M,F
Invisible Agent,Drama,1942,tt0034902,-4667084.428571428,4.4,nm0557314,nm0355755,nm0000048,nm0362567,1910,1915,1904,1893,19.0,47.0,75.0,86.0,F,M,M,M
Thalavattam,Drama,1986,tt0255641,0.0,4.9,nm0482320,nm0440232,nm0515488,nm0893449,1960,\N,1967,1948,267.0,9.0,24.0,135.0,M,F,F,M
De zwarte meteoor,Drama,2000,tt0253987,0.0,4.5,nm0637283,nm0886266,nm0774634,nm0876256,1971,1984,1959,1947,5.0,3.0,79.0,59.0,M,M,M,M
Arante Mulla Kochu Mulla,Drama,1984,tt0240347,0.0,4.6,nm0579755,nm0788152,nm0737513,nm0515488,1954,1960,1969,1967,26.0,33.0,40.0,24.0,M,M,F,F
Mother's Day,Drama,2010,tt1434435,-11942362.533085994,4.3,nm0000360,nm0454809,nm0039162,nm0263759,1959,1979,1979,1986,51.0,148.0,166.0,29.0,F,F,M,F
Let It Rain,Drama,2008,tt1065332,0.0,4.5,nm0418450,nm0045870,nm0213354,nm0033389,1964,1951,1975,1970,37.0,41.0,101.0,78.0,F,M,M,F
Secret Honor,Drama,1984,tt0088074,0.0,4.7,nm0001311,,,,1931,,,,37.0,,,,M,,,
The Kremlin Letter,Drama,1970,tt0065950,0.0,4.5,nm0000761,nm0095524,nm0338210,nm0415591,1935,1917,1924,1903,63.0,353.0,33.0,99.0,F,M,M,M
X2,Drama,2003,tt0290334,11609286.614221303,5.0,nm0001772,nm0413168,nm0000932,nm0005212,1940,1968,1966,1939,343.0,66.0,70.0,120.0,M,M,F,M
Basic Instinct,Drama,1992,tt0103772,11609286.614221303,4.9,nm0000140,nm0000232,nm0001169,nm0000675,1944,1958,1945,1963,194.0,117.0,111.0,78.0,M,F,M,F
The Assassination of Richard Nixon,Drama,2004,tt0364961,0.0,4.6,nm0000576,nm0915208,nm0000332,nm0860233,1960,1968,1964,1940,67.0,85.0,180.0,106.0,M,F,M,M
The Reward,Drama,1965,tt0059651,0.0,4.2,nm0001884,nm0590796,nm0956544,nm0738042,1929,1942,1918,1905,102.0,37.0,415.0,81.0,M,F,M,M
I Love Your Work,Drama,2003,tt0322700,0.0,4.2,nm0004846,nm0339460,nm0363371,nm0364813,1974,1975,1973,\N,32.0,370.0,6.0,78.0,F,F,F,M
"Come Back, Little Sheba",Drama,1952,tt0044509,11609286.614221303,5.6,nm0000044,nm0095804,nm0601930,nm0001395,1913,1898,1929,1926,81.0,163.0,49.0,108.0,M,F,F,M
A Thousand Clouds of Peace,Drama,2003,tt0358590,0.0,4.4,nm1344113,nm1111870,nm1341775,nm1344231,\N,\N,\N,\N,6.0,7.0,2.0,2.0,M,M,M,F
Die Bad,Drama,2000,tt0267622,0.0,4.6,nm0661935,nm0753486,nm0046280,nm2916895,\N,1980,\N,\N,1.0,20.0,1.0,1.0,M,M,M,M
Just Cause,Drama,1995,tt0113501,11609286.614221303,4.7,nm0000125,nm0000401,nm0001009,nm0005516,1930,1961,1953,1964,71.0,196.0,26.0,94.0,M,M,F,M
Project X,Drama,1987,tt0093793,7478456.439625964,4.6,nm0000111,nm0000166,nm1414153,nm1711707,1962,1963,\N,\N,64.0,237.0,1.0,1.0,M,F,M,M
Count Three and Pray,Drama,1955,tt0047954,0.0,4.5,nm0001336,nm0940946,nm0137023,nm0000994,1908,1930,1925,1917,58.0,58.0,166.0,584.0,M,F,M,M
Resident Evil: Apocalypse,Drama,2004,tt0318627,11609286.614221303,4.7,nm0000170,nm0347149,,nm0004912,1975,1975,,1970,39.0,55.0,,89.0,F,F,,M
360,Drama,2011,tt1680045,0.0,4.5,nm0001838,nm0000179,nm0000164,nm0004936,1970,1972,1937,1980,54.0,102.0,119.0,45.0,F,M,M,M
From the Terrace,Drama,1960,tt0053841,0.0,4.6,nm0000056,nm0940946,nm0001485,nm0000839,1925,1930,1905,1937,68.0,58.0,80.0,40.0,M,F,F,F
War of the Worlds,Drama,2005,tt0407304,11609286.614221303,4.8,nm0000129,nm0266824,nm0000209,nm0001584,1962,1994,1958,1967,48.0,76.0,67.0,99.0,M,F,M,F
Martha Marcy May Marlene,Drama,2011,tt1441326,3724020.829322002,4.7,nm0647634,nm0005299,nm0370035,nm3571592,1989,1974,1959,1986,52.0,187.0,49.0,42.0,F,F,M,M
Baby Face,Drama,1933,tt0023775,-3422912.1005154643,4.7,nm0001766,nm0107575,nm0007219,nm0262080,1907,1904,1901,1874,89.0,87.0,39.0,5.0,F,M,M,M
Red Corner,Drama,1997,tt0119994,-37733095.17341916,3.8,nm0000152,nm0000499,nm0925966,nm0542677,1949,\N,1959,\N,70.0,86.0,149.0,44.0,M,F,M,M
Smokin' Aces,Drama,2006,tt0475394,11609286.614221303,4.8,nm0005315,nm0005351,nm0000501,nm0750826,1965,1976,1954,1924,90.0,199.0,112.0,17.0,M,M,M,M
Rebecca,Drama,1940,tt0032976,-21766770.9220702,6.5,nm0000059,nm0000021,nm0001695,nm0000752,1907,1917,1906,1897,71.0,57.0,106.0,59.0,M,F,M,F
Young Bess,Drama,1953,tt0046564,11609286.614221303,4.8,nm0001739,nm0001289,nm0000039,nm0001452,1929,1913,1921,1899,61.0,65.0,51.0,47.0,F,M,F,M
Aagathan,Drama,2010,tt1719474,-892420.1820178806,4.3,nm0226770,nm0766470,nm0996625,nm0482309,1968,1954,1987,1958,98.0,105.0,32.0,67.0,M,M,F,M
The Italian Connection,Drama,1972,tt0068902,0.0,4.7,nm0000728,nm0798328,nm0834754,nm0148041,1930,1926,1914,1922,174.0,71.0,28.0,66.0,M,M,M,M
Red Rock West,Drama,1993,tt0105226,-9009137.601653302,4.5,nm0000115,nm0000454,nm0001223,nm0714198,1964,1936,1970,\N,105.0,170.0,27.0,1.0,M,M,F,M
Look in Any Window,Drama,1961,tt0055097,0.0,4.3,nm0001912,nm0738746,nm0630132,nm0674540,1941,1922,1916,1941,4.0,57.0,37.0,44.0,M,F,M,F
Seven Thieves,Drama,1960,tt0054295,0.0,4.6,nm0000064,nm0001768,nm0001058,nm0908919,1893,1925,1933,1915,83.0,102.0,102.0,76.0,M,M,F,M
Jack Goes Boating,Drama,2010,tt1278379,672648.1413294626,4.5,nm0000450,nm0752407,nm0651159,nm0678061,1967,1968,1968,\N,35.0,39.0,59.0,4.0,M,F,M,M
Broken English,Drama,2007,tt0772157,-63767.53546568901,4.5,nm0000205,nm0693799,nm0001687,nm0005576,1968,1973,1930,1972,59.0,94.0,72.0,55.0,F,M,F,F
Laila Majnu,Drama,1976,tt0266712,0.0,4.6,nm0438501,nm2209264,nm0219939,nm0045119,1952,1956,1948,1946,99.0,15.0,53.0,952.0,M,F,M,F
Loanshark,Drama,1999,tt0213061,0.0,4.9,nm0077808,nm2180611,nm1827483,nm1515741,\N,\N,\N,1972,15.0,17.0,8.0,9.0,F,M,F,F
Tahaan,Drama,2008,tt1213928,0.0,4.7,nm0051856,nm2975514,nm0097893,nm2974059,1946,\N,1967,\N,52.0,3.0,190.0,1.0,M,M,M,M
Raw Deal,Drama,1948,tt0040723,0.0,4.7,nm0641454,nm0872456,nm0402554,nm0409869,1908,1910,1917,1914,77.0,64.0,67.0,163.0,M,F,F,M
Bliss,Drama,2006,tt0829114,0.0,4.7,nm2373211,nm2368852,nm2370044,nm2207112,\N,\N,\N,\N,2.0,1.0,1.0,2.0,F,M,M,M
The Mask of Diijon,Drama,1946,tt0038731,0.0,4.4,nm0002233,nm0060931,nm0942929,nm0894484,1885,1918,1911,1916,44.0,53.0,14.0,7.0,M,F,M,F
Grace,Drama,2009,tt1220213,-5517373.848489227,4.2,nm0480465,nm0274919,nm0741388,nm1285196,1975,1969,1954,\N,33.0,16.0,57.0,13.0,F,F,F,M
The Cranes are Flying,Drama,1957,tt0050634,0.0,4.9,nm0759967,nm0060692,nm0580959,nm0796085,1934,1928,1904,1931,8.0,40.0,25.0,4.0,F,M,M,M
Edward II,Drama,1991,tt0101798,0.0,4.6,nm0905357,nm0172454,nm0862907,nm0001487,1967,1966,\N,1961,30.0,3.0,43.0,56.0,M,M,M,M
Dark Horse,Drama,2011,tt1690455,174945.8757930848,4.4,nm0312217,nm0004757,nm0000686,nm0001201,\N,1972,1943,1945,9.0,134.0,80.0,317.0,M,F,M,F
A Shot at Glory,Drama,2000,tt0193854,0.0,4.5,nm0000380,nm0000474,nm0336444,nm2898102,1931,1951,1955,\N,111.0,91.0,3.0,1.0,M,M,M,M
XXX,Drama,2002,tt0295701,11609286.614221303,4.6,nm0004874,nm0000782,nm0190744,nm0000168,1967,1975,1966,1948,55.0,55.0,65.0,140.0,M,F,M,M
Real Fiction,Drama,2000,tt0269857,0.0,4.4,nm0431701,nm2341409,nm0814185,nm0497488,1974,1980,\N,\N,55.0,7.0,1.0,2.0,M,F,M,M
Year of the Gun,Drama,1991,tt0103303,0.0,4.4,nm0000530,nm0000232,nm0000420,nm0659601,1962,1958,1965,1955,52.0,117.0,89.0,196.0,M,F,F,M
I Wanted Wings,Drama,1941,tt0033741,0.0,4.9,nm0001537,nm0000034,nm0606998,nm0002046,1907,1918,1914,1901,204.0,68.0,71.0,128.0,M,M,M,M
Felicia's Journey,Drama,1999,tt0165773,0.0,4.7,nm0001364,nm0451376,nm0144187,nm0715693,1942,1958,1979,1937,109.0,23.0,72.0,29.0,M,F,F,F
Red,Drama,2008,tt0972883,-2748878.5158865624,4.6,nm0004051,nm0279720,nm0973177,nm2057036,1946,1984,\N,1985,207.0,44.0,60.0,27.0,M,M,M,M
The Lawyer,Drama,1970,tt0065970,0.0,4.6,nm0628017,nm0332390,nm0611707,nm0170303,1930,1923,1938,1931,65.0,58.0,48.0,67.0,M,M,F,M
Ninth Street,Drama,1999,tt0185547,0.0,4.6,nm0913425,nm0932551,nm0341574,nm0617128,\N,\N,\N,\N,1.0,5.0,1.0,1.0,M,M,F,M
Mortal Transfer,Drama,2001,tt0239670,0.0,4.4,nm0000767,nm0288271,nm0543547,nm0766516,1955,1973,1950,1968,113.0,74.0,172.0,6.0,M,F,M,F
Death and the Maiden,Drama,1994,tt0109579,3353995.277449823,4.8,nm0000244,nm0001426,nm0934179,nm0610210,1949,1943,1946,\N,110.0,149.0,47.0,1.0,F,M,M,F
Relentless,Drama,1989,tt0098184,11609286.614221303,4.6,nm0000555,nm0005162,nm0744235,nm0001236,1959,1930,1946,1948,104.0,161.0,41.0,74.0,M,M,M,F
Maid in Manhattan,Drama,2002,tt0252076,11609286.614221303,4.5,nm0000182,nm0000146,nm0001670,nm0001804,1969,1962,1963,1960,72.0,64.0,21.0,100.0,F,M,F,M
Mrs. Doubtfire,Drama,1993,tt0107614,11609286.614221303,5.3,nm0000245,nm0000398,nm0000112,nm0001213,1951,1946,1953,1954,204.0,291.0,213.0,12.0,M,F,M,M
A Bronx Tale,Drama,1993,tt0106489,-16387851.168156909,4.5,nm0000134,nm0001590,nm0000969,nm0135584,1943,1952,1976,1983,116.0,40.0,26.0,18.0,M,M,M,M
I Ought to Be in Pictures,Drama,1982,tt0084109,11609286.614221303,4.7,nm0000527,nm0000268,nm0001503,nm0346411,1920,1941,1956,1960,109.0,67.0,145.0,20.0,M,F,F,M
Firewall,Drama,2006,tt0408345,11609286.614221303,4.6,nm0000148,nm0000515,nm0079273,nm0775455,1942,1961,1971,1990,72.0,106.0,60.0,122.0,M,F,M,F
The Treatment,Drama,2001,tt0297928,0.0,4.6,nm0504899,nm0422639,nm3194439,nm0955831,1958,1969,\N,1930,79.0,52.0,1.0,7.0,M,F,M,M
Anastezsi,Drama,2007,tt0479635,0.0,4.4,nm0001394,nm0596807,nm0246630,nm0324409,1938,1955,1976,1983,187.0,164.0,12.0,69.0,M,F,M,F
Big Jim McLain,Drama,1952,tt0044418,11609286.614221303,4.5,nm0000078,nm0647970,nm0000790,nm0621002,1907,1928,1923,1903,133.0,20.0,666.0,139.0,M,F,M,M
Choke,Drama,2008,tt1024715,1080264.1751357585,4.5,nm0005377,nm0001378,nm0531808,nm2659660,1968,1951,1976,\N,65.0,47.0,105.0,1.0,M,F,F,F
Saluti e baci,Drama,1953,tt0045118,0.0,4.4,nm0501069,nm0258594,nm0241082,nm0245104,1927,1928,1911,1923,48.0,7.0,9.0,9.0,M,F,M,M
Silent Fall,Drama,1994,tt0111187,-42834234.642089166,3.7,nm0000377,nm0000157,nm0001475,nm0000687,1947,1956,1945,1943,159.0,94.0,236.0,49.0,M,F,M,M
Anumanaspadam,Drama,2007,tt0832296,0.0,4.5,nm2332688,nm0080238,nm1237380,nm0420091,\N,1954,\N,1952,1.0,128.0,1.0,30.0,F,M,M,M
Angel Eyes,Drama,2001,tt0225071,-31130976.15991905,3.8,nm0000182,nm0001029,nm0005438,nm0005024,1969,1968,1974,1969,72.0,143.0,231.0,151.0,F,M,M,M
Salvation Boulevard,Drama,2011,tt1251743,0.0,4.3,nm0001427,nm0000112,nm0000673,nm0000124,1963,1953,1964,1970,85.0,213.0,74.0,66.0,M,M,F,F
Girl in Progress,Drama,2012,tt1817676,-2464954.853403128,4.3,nm0578949,nm2028116,nm0000099,nm0000546,1974,1995,1968,1959,24.0,84.0,220.0,76.0,F,F,F,M
The Wild Life,Drama,1984,tt0088402,0.0,4.4,nm0001606,nm0593819,nm0000655,nm0942486,1965,1969,1961,1962,20.0,10.0,88.0,7.0,M,M,M,F
Muni,Drama,2007,tt4102346,0.0,4.5,nm0706485,nm1466628,nm4363856,nm0764821,1976,1988,1949,1962,22.0,15.0,17.0,24.0,M,F,M,F
The Brave,Drama,1997,tt0118768,0.0,4.5,nm0000136,nm0000008,nm0068382,nm0001990,1963,1924,1942,1961,247.0,45.0,37.0,27.0,M,M,M,F
The Next Three Days,Drama,2010,tt1458175,11609286.614221303,4.9,nm0000128,nm0006969,nm0000553,nm0119633,1964,1974,1952,\N,74.0,88.0,126.0,11.0,M,F,M,M
The First Power,Drama,1990,tt0099578,11609286.614221303,4.6,nm0001617,nm0341615,nm0462116,nm0932112,1962,1965,1953,1957,181.0,13.0,72.0,117.0,M,F,M,M
The Game,Drama,1997,tt0119174,11609286.614221303,5.0,nm0000140,nm0000679,nm0000576,nm0714310,1944,1966,1960,1948,194.0,35.0,67.0,13.0,M,F,M,M
The Wash,Drama,2001,tt0290332,4317579.679054027,4.3,nm0236564,nm0004879,nm0016297,nm1127714,1965,1971,\N,\N,16.0,294.0,1.0,1.0,M,M,M,M
Mafioso,Drama,1962,tt0056210,0.0,4.8,nm0814773,nm0071034,nm0176342,nm0040962,1920,1935,\N,1887,104.0,34.0,1.0,1.0,M,F,F,M
One Way Passage,Drama,1932,tt0023305,0.0,4.8,nm0001635,nm0290215,nm0570451,nm0533956,1892,1905,1898,1899,69.0,52.0,77.0,34.0,M,F,M,F
Beloved,Drama,1998,tt0120603,0.0,4.4,nm0001856,nm0000418,nm0066463,nm0684460,1954,1946,\N,1983,21.0,147.0,1.0,2.0,F,M,F,M
Trespass,Drama,2011,tt1674784,-27771432.735833764,3.8,nm0000115,nm0000173,nm1544217,nm0578853,1964,1967,1982,1969,105.0,135.0,66.0,103.0,M,F,M,M
Driving Lessons,Drama,2006,tt0446687,0.0,4.6,nm0342488,nm0001473,nm0910278,nm2474419,1988,1964,1950,\N,95.0,159.0,77.0,1.0,M,F,F,F
Murder by Numbers,Drama,2002,tt0264935,8836588.87125226,4.6,nm0000113,nm0001035,nm0331516,nm0685856,1964,1970,1980,1981,52.0,53.0,98.0,47.0,F,M,M,M
Dark Waters,Drama,1944,tt0036745,0.0,4.6,nm0643353,nm0867144,nm0593775,nm0047810,1911,1905,1892,1893,39.0,79.0,118.0,44.0,F,M,M,F
Shangri-La,Drama,2002,tt0316819,0.0,4.6,nm0014558,nm0762965,nm0865806,nm1242935,1961,1955,1959,1961,68.0,57.0,17.0,7.0,M,M,M,F
Damaged Lives,Drama,1933,tt0028755,-183043.42783505155,4.1,nm0801597,nm0931208,nm0410271,nm0288646,1913,1909,1874,1886,4.0,1.0,15.0,1.0,F,M,M,F
Murder at Monte Carlo,Drama,1935,tt0025527,0.0,4.8,nm0001224,nm0336618,nm0333675,nm0483677,1909,1900,1889,1910,50.0,15.0,10.0,12.0,M,F,M,F
Straight,Drama,2007,tt1210107,0.0,4.2,nm2966610,nm1516484,nm0406176,nm1566334,\N,1976,1981,1986,1.0,4.0,15.0,9.0,F,M,M,M
Crows ZERO,Drama,2007,tt1016290,11609286.614221303,4.9,nm1040419,nm1092477,nm1800338,nm1118632,1982,1973,1988,1980,140.0,41.0,53.0,69.0,M,M,F,M
Tideland,Drama,2005,tt0410764,-13859765.396384042,4.3,nm0000313,nm0000236,nm0272706,nm0005216,1949,1958,1994,1961,91.0,62.0,59.0,48.0,M,F,F,F
Under Capricorn,Drama,1949,tt0042004,0.0,4.5,nm0000006,nm0001072,nm0928697,nm0500364,1915,1905,1912,1922,44.0,100.0,30.0,30.0,F,M,M,F
Karma Yodha,Drama,2012,tt2358424,0.0,4.1,nm0482320,nm1302330,nm2168002,nm0756533,1960,1972,1984,\N,267.0,52.0,3.0,578.0,M,M,M,M
Titanic,Drama,1943,tt0036443,0.0,4.5,nm0773525,nm0630821,nm0373853,nm0299802,1909,1911,1907,1900,31.0,63.0,15.0,73.0,F,M,F,M
Double Deal,Drama,1939,tt0031245,0.0,4.4,nm0370334,nm0494335,nm0860099,nm0639549,1901,1916,\N,1912,7.0,4.0,6.0,2.0,M,F,M,F
The Story of Temple Drake,Drama,1933,tt0024617,0.0,4.7,nm0394244,nm0307326,nm0479011,nm0253158,1902,1905,1902,1901,41.0,139.0,58.0,7.0,F,M,M,F
Breakfast of Champions,Drama,1999,tt0120618,-16801015.456575114,3.8,nm0000246,nm0000560,nm0001215,nm0001347,1955,1941,1936,1948,173.0,109.0,57.0,103.0,M,M,M,F
Snow Flower and the Secret Fan,Drama,2011,tt1541995,11609286.614221303,4.7,nm0508356,nm0432428,nm0943180,nm0005568,1973,1981,1966,1963,55.0,13.0,51.0,49.0,F,F,F,M
A City of Sadness,Drama,1989,tt0096908,0.0,4.8,nm0504897,nm0944554,nm0150844,nm0304709,1962,\N,1941,1958,66.0,4.0,25.0,36.0,M,F,M,M
Good-Time Girl,Drama,1948,tt0042515,0.0,4.6,nm0002047,nm0581416,nm0733460,nm0448765,1931,1890,1902,1921,76.0,13.0,47.0,44.0,F,M,F,F
The Proposal,Drama,2009,tt1041829,11609286.614221303,4.8,nm0000113,nm0005351,nm0005460,nm0005266,1964,1976,1953,1944,52.0,199.0,116.0,337.0,F,M,F,M
Until Death,Drama,2007,tt0783598,-11417642.876578158,4.2,nm0000241,nm0001653,nm0318498,nm0245925,1960,1946,\N,1974,63.0,122.0,6.0,9.0,M,M,F,M
Life of the Party,Drama,2005,tt0382717,0.0,4.3,nm0047248,nm0690186,nm0004286,nm0018099,1976,1969,1970,1969,52.0,437.0,61.0,33.0,M,F,M,M
National Security,Drama,2003,tt0271668,11609286.614221303,4.6,nm0001454,nm0001872,nm0272173,nm0004886,1965,1967,1958,1943,173.0,79.0,131.0,27.0,M,M,M,M
The Rage: Carrie 2,Drama,1999,tt0144814,-4600839.3136375,4.1,nm0004749,nm0518715,nm0116465,nm0810397,1975,1972,1972,1957,55.0,72.0,31.0,49.0,F,M,M,F
Zebra in the Kitchen,Drama,1965,tt0059944,0.0,4.3,nm0636020,nm0590398,nm0222596,nm0575050,1951,1931,1905,1935,175.0,329.0,80.0,20.0,M,M,M,F
The Happy Hooker,Drama,1975,tt0073091,0.0,3.9,nm0001655,nm0001922,nm0694216,nm0692976,1943,1911,1930,1921,85.0,108.0,1.0,23.0,F,M,F,M
Grumpy Old Men,Drama,1993,tt0107050,0.0,4.7,nm0000493,nm0000527,nm0000268,nm0580565,1925,1920,1941,1907,100.0,109.0,67.0,163.0,M,M,F,M
I Live My Life,Drama,1935,tt0026417,0.0,4.4,nm0001076,nm0000731,nm0604656,nm0533956,1906,1902,1890,1899,87.0,48.0,66.0,34.0,F,M,M,F
The Moonshine War,Drama,1970,tt0066096,0.0,4.4,nm0001526,nm0001847,nm0000257,nm0425801,1928,1914,1936,1943,142.0,70.0,317.0,7.0,M,M,M,F
Eyewitness,Drama,1981,tt0082353,0.0,4.4,nm0000458,nm0000244,nm0001626,nm0000249,1950,1949,1929,1947,92.0,110.0,217.0,115.0,M,F,M,M
The War,Drama,1994,tt0111667,11609286.614221303,4.8,nm0000704,nm0000126,nm0001858,nm0709634,1981,1955,1959,1980,158.0,115.0,41.0,5.0,M,M,F,F
The Silence of the Lambs,Drama,1991,tt0102926,11609286.614221303,7.5,nm0000149,nm0000164,nm0001277,nm0505971,1962,1937,1939,1957,76.0,119.0,55.0,166.0,F,M,M,M
White Banners,Drama,1938,tt0030973,0.0,4.7,nm0001647,nm0047810,nm0178114,nm0335748,1889,1893,1922,1923,59.0,44.0,111.0,42.0,M,F,M,F
